video_title,gesture,
PlayAGame/10-December-2022-18-58-39_gesture_PlayAGame_Recall,PlayAGame,
ListenToMusic/10-December-2022-18-58-57_gesture_ListenToMusic_Recall,ListenToMusic,
Bad/10-December-2022-18-59-15_gesture_Bad_Recall,Bad,
DontDisturb/11-December-2022-12-13-46_gesture_DontDisturb,DontDisturb,
ComeHere/11-December-2022-12-14-10_gesture_ComeHere,ComeHere,
Bad/11-December-2022-12-14-32_gesture_Bad,Bad,
Emergency/11-December-2022-12-14-53_gesture_Emergency,Emergency,
CantHear/11-December-2022-12-15-13_gesture_CantHear,CantHear,
CantSee/11-December-2022-12-15-33_gesture_CantSee,CantSee,
Bathroom/11-December-2022-12-15-55_gesture_Bathroom,Bathroom,
Call/11-December-2022-12-16-15_gesture_Call,Call,
CantSleep/11-December-2022-12-16-37_gesture_CantSleep,CantSleep,
Afraid/11-December-2022-12-16-58_gesture_Afraid,Afraid,
Hungry/11-December-2022-12-17-19_gesture_Hungry,Hungry,
ListenToMusic/11-December-2022-12-17-41_gesture_ListenToMusic,ListenToMusic,
LetMeExercise/11-December-2022-12-18-03_gesture_LetMeExercise,LetMeExercise,
Five/11-December-2022-12-18-23_gesture_Five,Five,
ItIsPaining/11-December-2022-12-18-52_gesture_ItIsPaining,ItIsPaining,
Four/11-December-2022-12-19-15_gesture_Four,Four,
Good/11-December-2022-12-19-43_gesture_Good,Good,
Interesting/11-December-2022-12-20-00_gesture_Interesting,Interesting,
Hi/11-December-2022-12-20-21_gesture_Hi,Hi,
GetUp/11-December-2022-12-20-48_gesture_GetUp,GetUp,
NeedAShower/11-December-2022-12-21-09_gesture_NeedAShower,NeedAShower,
Next/11-December-2022-12-21-33_gesture_Next,Next,
Omg/11-December-2022-12-21-54_gesture_Omg,Omg,
One/11-December-2022-12-22-11_gesture_One,One,
OrderFood/11-December-2022-12-22-41_gesture_OrderFood,OrderFood,
PlayAGame/11-December-2022-12-23-00_gesture_PlayAGame,PlayAGame,
Three/11-December-2022-12-23-22_gesture_Three,Three,
ShowMePhotos/11-December-2022-12-23-42_gesture_ShowMePhotos,ShowMePhotos,
Two/11-December-2022-12-24-02_gesture_Two,Two,
Whatever/11-December-2022-12-24-23_gesture_Whatever,Whatever,
Who/11-December-2022-12-24-44_gesture_Who,Who,
Bored/11-December-2022-12-25-08_gesture_Bored,Bored,
Thirsty/11-December-2022-12-25-33_gesture_Thirsty,Thirsty,
OnceMore/11-December-2022-12-25-55_gesture_OnceMore,OnceMore,
DontDisturb/11-December-2022-12-27-17_gesture_DontDisturb,DontDisturb,
ComeHere/11-December-2022-12-27-33_gesture_ComeHere,ComeHere,
Bad/11-December-2022-12-27-47_gesture_Bad,Bad,
Emergency/11-December-2022-12-28-02_gesture_Emergency,Emergency,
CantHear/11-December-2022-12-28-20_gesture_CantHear,CantHear,
CantSee/11-December-2022-12-28-35_gesture_CantSee,CantSee,
Bathroom/11-December-2022-12-28-50_gesture_Bathroom,Bathroom,
Call/11-December-2022-12-29-05_gesture_Call,Call,
CantSleep/11-December-2022-12-29-21_gesture_CantSleep,CantSleep,
Afraid/11-December-2022-12-29-37_gesture_Afraid,Afraid,
Hungry/11-December-2022-12-29-54_gesture_Hungry,Hungry,
ListenToMusic/11-December-2022-12-30-10_gesture_ListenToMusic,ListenToMusic,
LetMeExercise/11-December-2022-12-30-25_gesture_LetMeExercise,LetMeExercise,
Five/11-December-2022-12-30-40_gesture_Five,Five,
ItIsPaining/11-December-2022-12-30-58_gesture_ItIsPaining,ItIsPaining,
Four/11-December-2022-12-31-13_gesture_Four,Four,
Good/11-December-2022-12-31-28_gesture_Good,Good,
Interesting/11-December-2022-12-31-47_gesture_Interesting,Interesting,
Hi/11-December-2022-12-32-03_gesture_Hi,Hi,
GetUp/11-December-2022-12-32-20_gesture_GetUp,GetUp,
NeedAShower/11-December-2022-12-32-36_gesture_NeedAShower,NeedAShower,
Next/11-December-2022-12-32-52_gesture_Next,Next,
Omg/11-December-2022-12-33-07_gesture_Omg,Omg,
One/11-December-2022-12-33-22_gesture_One,One,
OrderFood/11-December-2022-12-33-37_gesture_OrderFood,OrderFood,
PlayAGame/11-December-2022-12-33-55_gesture_PlayAGame,PlayAGame,
Three/11-December-2022-12-34-09_gesture_Three,Three,
Two/11-December-2022-12-34-37_gesture_Two,Two,
Whatever/11-December-2022-12-34-51_gesture_Whatever,Whatever,
Who/11-December-2022-12-35-04_gesture_Who,Who,
Bored/11-December-2022-12-35-35_gesture_Bored,Bored,
Thirsty/11-December-2022-12-35-49_gesture_Thirsty,Thirsty,
OnceMore/11-December-2022-12-36-05_gesture_OnceMore,OnceMore,
DontDisturb/11-December-2022-12-37-57_gesture_DontDisturb,DontDisturb,
ComeHere/11-December-2022-12-38-12_gesture_ComeHere,ComeHere,
Bad/11-December-2022-12-38-26_gesture_Bad,Bad,
Emergency/11-December-2022-12-38-44_gesture_Emergency,Emergency,
CantHear/11-December-2022-12-39-01_gesture_CantHear,CantHear,
CantSee/11-December-2022-12-39-15_gesture_CantSee,CantSee,
Bathroom/11-December-2022-12-39-30_gesture_Bathroom,Bathroom,
Call/11-December-2022-12-39-44_gesture_Call,Call,
CantSleep/11-December-2022-12-40-01_gesture_CantSleep,CantSleep,
Afraid/11-December-2022-12-40-16_gesture_Afraid,Afraid,
Hungry/11-December-2022-12-40-32_gesture_Hungry,Hungry,
ListenToMusic/11-December-2022-12-40-47_gesture_ListenToMusic,ListenToMusic,
LetMeExercise/11-December-2022-12-41-03_gesture_LetMeExercise,LetMeExercise,
Five/11-December-2022-12-41-17_gesture_Five,Five,
ItIsPaining/11-December-2022-12-41-34_gesture_ItIsPaining,ItIsPaining,
Four/11-December-2022-12-41-48_gesture_Four,Four,
Good/11-December-2022-12-42-01_gesture_Good,Good,
Interesting/11-December-2022-12-42-15_gesture_Interesting,Interesting,
Hi/11-December-2022-12-42-28_gesture_Hi,Hi,
GetUp/11-December-2022-12-42-42_gesture_GetUp,GetUp,
NeedAShower/11-December-2022-12-42-57_gesture_NeedAShower,NeedAShower,
Next/11-December-2022-12-43-23_gesture_Next,Next,
Omg/11-December-2022-12-43-39_gesture_Omg,Omg,
One/11-December-2022-12-43-53_gesture_One,One,
OrderFood/11-December-2022-12-44-14_gesture_OrderFood,OrderFood,
PlayAGame/11-December-2022-12-44-39_gesture_PlayAGame,PlayAGame,
Three/11-December-2022-12-44-54_gesture_Three,Three,
ShowMePhotos/11-December-2022-12-45-11_gesture_ShowMePhotos,ShowMePhotos,
Two/11-December-2022-12-45-25_gesture_Two,Two,
Whatever/11-December-2022-12-45-40_gesture_Whatever,Whatever,
Who/11-December-2022-12-45-56_gesture_Who,Who,
Bored/11-December-2022-12-46-10_gesture_Bored,Bored,
Thirsty/11-December-2022-12-46-24_gesture_Thirsty,Thirsty,
OnceMore/11-December-2022-12-46-39_gesture_OnceMore,OnceMore,
DontDisturb/11-December-2022-12-46-59_gesture_DontDisturb,DontDisturb,
ComeHere/11-December-2022-12-47-12_gesture_ComeHere,ComeHere,
Bad/11-December-2022-12-47-27_gesture_Bad,Bad,
Emergency/11-December-2022-12-47-43_gesture_Emergency,Emergency,
CantHear/11-December-2022-12-47-58_gesture_CantHear,CantHear,
CantSee/11-December-2022-12-48-16_gesture_CantSee,CantSee,
Bathroom/11-December-2022-12-48-29_gesture_Bathroom,Bathroom,
Call/11-December-2022-12-48-43_gesture_Call,Call,
CantSleep/11-December-2022-12-48-56_gesture_CantSleep,CantSleep,
Afraid/11-December-2022-12-49-11_gesture_Afraid,Afraid,
Hungry/11-December-2022-12-49-25_gesture_Hungry,Hungry,
ListenToMusic/11-December-2022-12-49-39_gesture_ListenToMusic,ListenToMusic,
LetMeExercise/11-December-2022-12-49-53_gesture_LetMeExercise,LetMeExercise,
Five/11-December-2022-12-50-08_gesture_Five,Five,
ItIsPaining/11-December-2022-12-50-23_gesture_ItIsPaining,ItIsPaining,
Four/11-December-2022-12-50-38_gesture_Four,Four,
Good/11-December-2022-12-50-52_gesture_Good,Good,
Interesting/11-December-2022-12-51-07_gesture_Interesting,Interesting,
Hi/11-December-2022-12-51-21_gesture_Hi,Hi,
GetUp/11-December-2022-12-51-34_gesture_GetUp,GetUp,
NeedAShower/11-December-2022-12-51-48_gesture_NeedAShower,NeedAShower,
Next/11-December-2022-12-52-02_gesture_Next,Next,
Omg/11-December-2022-12-52-17_gesture_Omg,Omg,
One/11-December-2022-12-52-31_gesture_One,One,
OrderFood/11-December-2022-12-52-46_gesture_OrderFood,OrderFood,
PlayAGame/11-December-2022-12-53-01_gesture_PlayAGame,PlayAGame,
Three/11-December-2022-12-53-16_gesture_Three,Three,
ShowMePhotos/11-December-2022-12-53-30_gesture_ShowMePhotos,ShowMePhotos,
Two/11-December-2022-12-53-44_gesture_Two,Two,
Whatever/11-December-2022-12-53-58_gesture_Whatever,Whatever,
Who/11-December-2022-12-54-13_gesture_Who,Who,
Bored/11-December-2022-12-54-29_gesture_Bored,Bored,
Thirsty/11-December-2022-12-54-44_gesture_Thirsty,Thirsty,
OnceMore/11-December-2022-12-54-59_gesture_OnceMore,OnceMore,
GetUp/11-December-2022-12-56-55_gesture_GetUp_Recall,GetUp,
Five/11-December-2022-12-57-14_gesture_Five_Recall,Five,
ItIsPaining/11-December-2022-12-57-32_gesture_ItIsPaining_Recall,ItIsPaining,
OrderFood/11-December-2022-12-57-50_gesture_OrderFood_Recall,OrderFood,
Next/11-December-2022-12-58-08_gesture_Next_Recall,Next,
Call/11-December-2022-12-58-26_gesture_Call_Recall,Call,
OnceMore/11-December-2022-12-58-44_gesture_OnceMore_Recall,OnceMore,
Hungry/11-December-2022-12-59-03_gesture_Hungry_Recall,Hungry,
Whatever/11-December-2022-12-59-21_gesture_Whatever_Recall,Whatever,
DontDisturb/11-December-2022-12-59-40_gesture_DontDisturb_Recall,DontDisturb,
Four/11-December-2022-12-59-58_gesture_Four_Recall,Four,
LetMeExcercise/11-December-2022-13-00-16_gesture_LetMeExcercise_Recall,LetMeExcercise,
Three/11-December-2022-13-00-35_gesture_Three_Recall,Three,
Afraid/11-December-2022-13-00-53_gesture_Afraid_Recall,Afraid,
ComeHere/11-December-2022-13-01-12_gesture_ComeHere_Recall,ComeHere,
Hi/11-December-2022-13-01-30_gesture_Hi_Recall,Hi,
One/11-December-2022-13-01-49_gesture_One_Recall,One,
ShowMePhotos/11-December-2022-13-02-07_gesture_ShowMePhotos_Recall,ShowMePhotos,
NeedAShower/11-December-2022-13-02-25_gesture_NeedAShower_Recall,NeedAShower,
CantHear/11-December-2022-13-02-43_gesture_CantHear_Recall,CantHear,
Bored/11-December-2022-13-03-01_gesture_Bored_Recall,Bored,
Two/11-December-2022-13-03-19_gesture_Two_Recall,Two,
Thirsty/11-December-2022-13-03-38_gesture_Thirsty_Recall,Thirsty,
Who/11-December-2022-13-03-56_gesture_Who_Recall,Who,
CantSee/11-December-2022-13-04-15_gesture_CantSee_Recall,CantSee,
Emergency/11-December-2022-13-04-33_gesture_Emergency_Recall,Emergency,
CantSleep/11-December-2022-13-04-52_gesture_CantSleep_Recall,CantSleep,
Good/11-December-2022-13-05-10_gesture_Good_Recall,Good,
Omg/11-December-2022-13-05-29_gesture_Omg_Recall,Omg,
Bathroom/11-December-2022-13-05-47_gesture_Bathroom_Recall,Bathroom,
Interesting/11-December-2022-13-06-06_gesture_Interesting_Recall,Interesting,
PlayAGame/11-December-2022-13-06-24_gesture_PlayAGame_Recall,PlayAGame,
ListenToMusic/11-December-2022-13-06-43_gesture_ListenToMusic_Recall,ListenToMusic,
Bad/11-December-2022-13-07-02_gesture_Bad_Recall,Bad,
GetUp/11-December-2022-13-09-01_gesture_GetUp_Recall,GetUp,
Five/11-December-2022-13-09-19_gesture_Five_Recall,Five,
ItIsPaining/11-December-2022-13-09-37_gesture_ItIsPaining_Recall,ItIsPaining,
OrderFood/11-December-2022-13-09-56_gesture_OrderFood_Recall,OrderFood,
Next/11-December-2022-13-10-14_gesture_Next_Recall,Next,
Call/11-December-2022-13-10-32_gesture_Call_Recall,Call,
OnceMore/11-December-2022-13-10-50_gesture_OnceMore_Recall,OnceMore,
Hungry/11-December-2022-13-11-09_gesture_Hungry_Recall,Hungry,
Whatever/11-December-2022-13-11-27_gesture_Whatever_Recall,Whatever,
DontDisturb/11-December-2022-13-11-45_gesture_DontDisturb_Recall,DontDisturb,
Four/11-December-2022-13-12-04_gesture_Four_Recall,Four,
LetMeExcercise/11-December-2022-13-12-23_gesture_LetMeExcercise_Recall,LetMeExcercise,
Three/11-December-2022-13-12-41_gesture_Three_Recall,Three,
Afraid/11-December-2022-13-12-59_gesture_Afraid_Recall,Afraid,
ComeHere/11-December-2022-13-13-17_gesture_ComeHere_Recall,ComeHere,
Hi/11-December-2022-13-13-36_gesture_Hi_Recall,Hi,
One/11-December-2022-13-13-54_gesture_One_Recall,One,
ShowMePhotos/11-December-2022-13-14-12_gesture_ShowMePhotos_Recall,ShowMePhotos,
NeedAShower/11-December-2022-13-14-30_gesture_NeedAShower_Recall,NeedAShower,
CantHear/11-December-2022-13-14-48_gesture_CantHear_Recall,CantHear,
Bored/11-December-2022-13-15-06_gesture_Bored_Recall,Bored,
Two/11-December-2022-13-15-25_gesture_Two_Recall,Two,
Thirsty/11-December-2022-13-15-43_gesture_Thirsty_Recall,Thirsty,
Who/11-December-2022-13-16-01_gesture_Who_Recall,Who,
CantSee/11-December-2022-13-16-19_gesture_CantSee_Recall,CantSee,
Emergency/11-December-2022-13-16-38_gesture_Emergency_Recall,Emergency,
CantSleep/11-December-2022-13-16-56_gesture_CantSleep_Recall,CantSleep,
Good/11-December-2022-13-17-14_gesture_Good_Recall,Good,
Omg/11-December-2022-13-17-33_gesture_Omg_Recall,Omg,
Bathroom/11-December-2022-13-17-51_gesture_Bathroom_Recall,Bathroom,
Interesting/11-December-2022-13-18-09_gesture_Interesting_Recall,Interesting,
PlayAGame/11-December-2022-13-18-27_gesture_PlayAGame_Recall,PlayAGame,
ListenToMusic/11-December-2022-13-18-45_gesture_ListenToMusic_Recall,ListenToMusic,
Bad/11-December-2022-13-19-03_gesture_Bad_Recall,Bad,
DontDisturb/11-December-2022-20-21-14_gesture_DontDisturb,DontDisturb,
ComeHere/11-December-2022-20-21-30_gesture_ComeHere,ComeHere,
Bad/11-December-2022-20-21-44_gesture_Bad,Bad,
Emergency/11-December-2022-20-21-59_gesture_Emergency,Emergency,
CantHear/11-December-2022-20-22-16_gesture_CantHear,CantHear,
CantSee/11-December-2022-20-22-31_gesture_CantSee,CantSee,
Bathroom/11-December-2022-20-23-01_gesture_Bathroom,Bathroom,
Call/11-December-2022-20-23-32_gesture_Call,Call,
CantSleep/11-December-2022-20-23-47_gesture_CantSleep,CantSleep,
Afraid/11-December-2022-20-24-06_gesture_Afraid,Afraid,
Hungry/11-December-2022-20-24-22_gesture_Hungry,Hungry,
ListenToMusic/11-December-2022-20-24-38_gesture_ListenToMusic,ListenToMusic,
LetMeExercise/11-December-2022-20-24-54_gesture_LetMeExercise,LetMeExercise,
Five/11-December-2022-20-25-13_gesture_Five,Five,
ItIsPaining/11-December-2022-20-25-45_gesture_ItIsPaining,ItIsPaining,
Four/11-December-2022-20-26-01_gesture_Four,Four,
Good/11-December-2022-20-26-16_gesture_Good,Good,
Interesting/11-December-2022-20-26-36_gesture_Interesting,Interesting,
Hi/11-December-2022-20-26-51_gesture_Hi,Hi,
GetUp/11-December-2022-20-27-07_gesture_GetUp,GetUp,
NeedAShower/11-December-2022-20-27-23_gesture_NeedAShower,NeedAShower,
Next/11-December-2022-20-27-41_gesture_Next,Next,
Omg/11-December-2022-20-27-56_gesture_Omg,Omg,
One/11-December-2022-20-28-11_gesture_One,One,
OrderFood/11-December-2022-20-28-27_gesture_OrderFood,OrderFood,
PlayAGame/11-December-2022-20-28-52_gesture_PlayAGame,PlayAGame,
Three/11-December-2022-20-29-06_gesture_Three,Three,
ShowMePhotos/11-December-2022-20-29-26_gesture_ShowMePhotos,ShowMePhotos,
Two/11-December-2022-20-29-39_gesture_Two,Two,
Whatever/11-December-2022-20-30-03_gesture_Whatever,Whatever,
Who/11-December-2022-20-30-55_gesture_Who,Who,
Bored/11-December-2022-20-31-16_gesture_Bored,Bored,
Thirsty/11-December-2022-20-31-30_gesture_Thirsty,Thirsty,
OnceMore/11-December-2022-20-32-01_gesture_OnceMore,OnceMore,
DontDisturb/11-December-2022-20-33-15_gesture_DontDisturb,DontDisturb,
ComeHere/11-December-2022-20-33-30_gesture_ComeHere,ComeHere,
Bad/11-December-2022-20-33-44_gesture_Bad,Bad,
Emergency/11-December-2022-20-34-04_gesture_Emergency,Emergency,
CantHear/11-December-2022-20-34-26_gesture_CantHear,CantHear,
CantSee/11-December-2022-20-34-38_gesture_CantSee,CantSee,
Bathroom/11-December-2022-20-35-00_gesture_Bathroom,Bathroom,
Call/11-December-2022-20-35-13_gesture_Call,Call,
CantSleep/11-December-2022-20-35-27_gesture_CantSleep,CantSleep,
Afraid/11-December-2022-20-35-40_gesture_Afraid,Afraid,
Hungry/11-December-2022-20-35-54_gesture_Hungry,Hungry,
ListenToMusic/11-December-2022-20-36-11_gesture_ListenToMusic,ListenToMusic,
LetMeExercise/11-December-2022-20-36-28_gesture_LetMeExercise,LetMeExercise,
Five/11-December-2022-20-36-42_gesture_Five,Five,
ItIsPaining/11-December-2022-20-36-55_gesture_ItIsPaining,ItIsPaining,
Four/11-December-2022-20-37-09_gesture_Four,Four,
Good/11-December-2022-20-37-22_gesture_Good,Good,
Interesting/11-December-2022-20-37-36_gesture_Interesting,Interesting,
Hi/11-December-2022-20-37-49_gesture_Hi,Hi,
GetUp/11-December-2022-20-38-02_gesture_GetUp,GetUp,
NeedAShower/11-December-2022-20-38-16_gesture_NeedAShower,NeedAShower,
Next/11-December-2022-20-38-31_gesture_Next,Next,
Omg/11-December-2022-20-38-44_gesture_Omg,Omg,
One/11-December-2022-20-38-58_gesture_One,One,
OrderFood/11-December-2022-20-39-11_gesture_OrderFood,OrderFood,
PlayAGame/11-December-2022-20-39-24_gesture_PlayAGame,PlayAGame,
Three/11-December-2022-20-39-37_gesture_Three,Three,
ShowMePhotos/11-December-2022-20-39-55_gesture_ShowMePhotos,ShowMePhotos,
Two/11-December-2022-20-40-09_gesture_Two,Two,
Whatever/11-December-2022-20-40-22_gesture_Whatever,Whatever,
Who/11-December-2022-20-40-39_gesture_Who,Who,
Bored/11-December-2022-20-40-53_gesture_Bored,Bored,
Thirsty/11-December-2022-20-41-06_gesture_Thirsty,Thirsty,
OnceMore/11-December-2022-20-41-19_gesture_OnceMore,OnceMore,
DontDisturb/11-December-2022-20-44-20_gesture_DontDisturb,DontDisturb,
ComeHere/11-December-2022-20-44-45_gesture_ComeHere,ComeHere,
Bad/11-December-2022-20-46-30_gesture_Bad,Bad,
Emergency/11-December-2022-20-46-46_gesture_Emergency,Emergency,
CantHear/11-December-2022-20-47-01_gesture_CantHear,CantHear,
CantSee/11-December-2022-20-47-15_gesture_CantSee,CantSee,
Bathroom/11-December-2022-20-47-28_gesture_Bathroom,Bathroom,
Call/11-December-2022-20-47-41_gesture_Call,Call,
CantSleep/11-December-2022-20-47-57_gesture_CantSleep,CantSleep,
Afraid/11-December-2022-20-48-12_gesture_Afraid,Afraid,
Hungry/11-December-2022-20-48-28_gesture_Hungry,Hungry,
ListenToMusic/11-December-2022-20-48-43_gesture_ListenToMusic,ListenToMusic,
LetMeExercise/11-December-2022-20-48-58_gesture_LetMeExercise,LetMeExercise,
Five/11-December-2022-20-49-13_gesture_Five,Five,
ItIsPaining/11-December-2022-20-49-28_gesture_ItIsPaining,ItIsPaining,
Four/11-December-2022-20-49-42_gesture_Four,Four,
Good/11-December-2022-20-49-56_gesture_Good,Good,
Interesting/11-December-2022-20-50-11_gesture_Interesting,Interesting,
Hi/11-December-2022-20-50-26_gesture_Hi,Hi,
GetUp/11-December-2022-20-50-39_gesture_GetUp,GetUp,
NeedAShower/11-December-2022-20-50-53_gesture_NeedAShower,NeedAShower,
Next/11-December-2022-20-51-09_gesture_Next,Next,
Omg/11-December-2022-20-51-23_gesture_Omg,Omg,
One/11-December-2022-20-51-36_gesture_One,One,
OrderFood/11-December-2022-20-51-50_gesture_OrderFood,OrderFood,
PlayAGame/11-December-2022-20-52-04_gesture_PlayAGame,PlayAGame,
Three/11-December-2022-20-52-18_gesture_Three,Three,
ShowMePhotos/11-December-2022-20-52-32_gesture_ShowMePhotos,ShowMePhotos,
Two/11-December-2022-20-52-46_gesture_Two,Two,
Whatever/11-December-2022-20-53-00_gesture_Whatever,Whatever,
Who/11-December-2022-20-53-14_gesture_Who,Who,
Bored/11-December-2022-20-53-28_gesture_Bored,Bored,
Thirsty/11-December-2022-20-53-43_gesture_Thirsty,Thirsty,
OnceMore/11-December-2022-20-53-57_gesture_OnceMore,OnceMore,
DontDisturb/11-December-2022-20-54-18_gesture_DontDisturb,DontDisturb,
ComeHere/11-December-2022-20-54-32_gesture_ComeHere,ComeHere,
Bad/11-December-2022-20-54-45_gesture_Bad,Bad,
Emergency/11-December-2022-20-54-59_gesture_Emergency,Emergency,
CantHear/11-December-2022-20-55-13_gesture_CantHear,CantHear,
CantSee/11-December-2022-20-55-26_gesture_CantSee,CantSee,
Bathroom/11-December-2022-20-55-42_gesture_Bathroom,Bathroom,
Call/11-December-2022-20-55-55_gesture_Call,Call,
CantSleep/11-December-2022-20-56-10_gesture_CantSleep,CantSleep,
Afraid/11-December-2022-20-56-26_gesture_Afraid,Afraid,
Hungry/11-December-2022-20-56-46_gesture_Hungry,Hungry,
ListenToMusic/11-December-2022-20-57-08_gesture_ListenToMusic,ListenToMusic,
LetMeExercise/11-December-2022-20-57-21_gesture_LetMeExercise,LetMeExercise,
Five/11-December-2022-20-57-45_gesture_Five,Five,
ItIsPaining/11-December-2022-20-57-59_gesture_ItIsPaining,ItIsPaining,
Four/11-December-2022-20-58-13_gesture_Four,Four,
Good/11-December-2022-20-58-27_gesture_Good,Good,
Interesting/11-December-2022-20-58-43_gesture_Interesting,Interesting,
Hi/11-December-2022-20-58-56_gesture_Hi,Hi,
GetUp/11-December-2022-20-59-12_gesture_GetUp,GetUp,
NeedAShower/11-December-2022-20-59-26_gesture_NeedAShower,NeedAShower,
Next/11-December-2022-20-59-41_gesture_Next,Next,
Omg/11-December-2022-20-59-55_gesture_Omg,Omg,
One/11-December-2022-21-00-08_gesture_One,One,
OrderFood/11-December-2022-21-00-21_gesture_OrderFood,OrderFood,
PlayAGame/11-December-2022-21-00-34_gesture_PlayAGame,PlayAGame,
Three/11-December-2022-21-00-55_gesture_Three,Three,
ShowMePhotos/11-December-2022-21-01-10_gesture_ShowMePhotos,ShowMePhotos,
Two/11-December-2022-21-01-26_gesture_Two,Two,
Whatever/11-December-2022-21-01-39_gesture_Whatever,Whatever,
Who/11-December-2022-21-01-56_gesture_Who,Who,
Bored/11-December-2022-21-02-09_gesture_Bored,Bored,
Thirsty/11-December-2022-21-02-25_gesture_Thirsty,Thirsty,
OnceMore/11-December-2022-21-02-39_gesture_OnceMore,OnceMore,
GetUp/11-December-2022-21-27-35_gesture_GetUp_Recall,GetUp,
Five/11-December-2022-21-27-53_gesture_Five_Recall,Five,
ItIsPaining/11-December-2022-21-28-11_gesture_ItIsPaining_Recall,ItIsPaining,
OrderFood/11-December-2022-21-28-29_gesture_OrderFood_Recall,OrderFood,
Next/11-December-2022-21-28-46_gesture_Next_Recall,Next,
Call/11-December-2022-21-29-04_gesture_Call_Recall,Call,
OnceMore/11-December-2022-21-29-22_gesture_OnceMore_Recall,OnceMore,
Hungry/11-December-2022-21-29-40_gesture_Hungry_Recall,Hungry,
Whatever/11-December-2022-21-29-58_gesture_Whatever_Recall,Whatever,
DontDisturb/11-December-2022-21-30-16_gesture_DontDisturb_Recall,DontDisturb,
Four/11-December-2022-21-30-34_gesture_Four_Recall,Four,
LetMeExcercise/11-December-2022-21-30-51_gesture_LetMeExcercise_Recall,LetMeExcercise,
Three/11-December-2022-21-31-09_gesture_Three_Recall,Three,
Afraid/11-December-2022-21-31-27_gesture_Afraid_Recall,Afraid,
ComeHere/11-December-2022-21-31-45_gesture_ComeHere_Recall,ComeHere,
Hi/11-December-2022-21-32-03_gesture_Hi_Recall,Hi,
One/11-December-2022-21-32-21_gesture_One_Recall,One,
ShowMePhotos/11-December-2022-21-32-39_gesture_ShowMePhotos_Recall,ShowMePhotos,
NeedAShower/11-December-2022-21-32-56_gesture_NeedAShower_Recall,NeedAShower,
CantHear/11-December-2022-21-33-14_gesture_CantHear_Recall,CantHear,
Bored/11-December-2022-21-33-32_gesture_Bored_Recall,Bored,
Two/11-December-2022-21-33-50_gesture_Two_Recall,Two,
Thirsty/11-December-2022-21-34-08_gesture_Thirsty_Recall,Thirsty,
Who/11-December-2022-21-34-26_gesture_Who_Recall,Who,
CantSee/11-December-2022-21-34-44_gesture_CantSee_Recall,CantSee,
Emergency/11-December-2022-21-35-02_gesture_Emergency_Recall,Emergency,
CantSleep/11-December-2022-21-35-21_gesture_CantSleep_Recall,CantSleep,
Good/11-December-2022-21-35-39_gesture_Good_Recall,Good,
Omg/11-December-2022-21-35-58_gesture_Omg_Recall,Omg,
Bathroom/11-December-2022-21-36-16_gesture_Bathroom_Recall,Bathroom,
Interesting/11-December-2022-21-36-34_gesture_Interesting_Recall,Interesting,
PlayAGame/11-December-2022-21-36-53_gesture_PlayAGame_Recall,PlayAGame,
ListenToMusic/11-December-2022-21-37-11_gesture_ListenToMusic_Recall,ListenToMusic,
Bad/11-December-2022-21-37-29_gesture_Bad_Recall,Bad,
GetUp/11-December-2022-21-38-29_gesture_GetUp_Recall,GetUp,
Five/11-December-2022-21-38-47_gesture_Five_Recall,Five,
ItIsPaining/11-December-2022-21-39-05_gesture_ItIsPaining_Recall,ItIsPaining,
OrderFood/11-December-2022-21-39-23_gesture_OrderFood_Recall,OrderFood,
Next/11-December-2022-21-39-41_gesture_Next_Recall,Next,
Call/11-December-2022-21-39-59_gesture_Call_Recall,Call,
OnceMore/11-December-2022-21-40-17_gesture_OnceMore_Recall,OnceMore,
Hungry/11-December-2022-21-40-35_gesture_Hungry_Recall,Hungry,
Whatever/11-December-2022-21-40-54_gesture_Whatever_Recall,Whatever,
DontDisturb/11-December-2022-21-41-12_gesture_DontDisturb_Recall,DontDisturb,
Four/11-December-2022-21-41-30_gesture_Four_Recall,Four,
LetMeExcercise/11-December-2022-21-41-48_gesture_LetMeExcercise_Recall,LetMeExcercise,
Three/11-December-2022-21-42-05_gesture_Three_Recall,Three,
Afraid/11-December-2022-21-42-23_gesture_Afraid_Recall,Afraid,
ComeHere/11-December-2022-21-42-41_gesture_ComeHere_Recall,ComeHere,
Hi/11-December-2022-21-42-59_gesture_Hi_Recall,Hi,
One/11-December-2022-21-43-17_gesture_One_Recall,One,
ShowMePhotos/11-December-2022-21-43-36_gesture_ShowMePhotos_Recall,ShowMePhotos,
NeedAShower/11-December-2022-21-43-54_gesture_NeedAShower_Recall,NeedAShower,
CantHear/11-December-2022-21-44-12_gesture_CantHear_Recall,CantHear,
Bored/11-December-2022-21-44-30_gesture_Bored_Recall,Bored,
Two/11-December-2022-21-44-49_gesture_Two_Recall,Two,
Thirsty/11-December-2022-21-45-07_gesture_Thirsty_Recall,Thirsty,
Who/11-December-2022-21-45-25_gesture_Who_Recall,Who,
CantSee/11-December-2022-21-45-43_gesture_CantSee_Recall,CantSee,
Emergency/11-December-2022-21-46-00_gesture_Emergency_Recall,Emergency,
CantSleep/11-December-2022-21-46-18_gesture_CantSleep_Recall,CantSleep,
Good/11-December-2022-21-46-36_gesture_Good_Recall,Good,
Omg/11-December-2022-21-46-54_gesture_Omg_Recall,Omg,
